,time,loc,op,stop
0,69053,0.0,0.0,-1
1,69054,0.0,0.09166666666666666,54009
2,69055,0.0,0.09166666666666666,54009
3,69056,0.0,0.09166666666666666,54009
4,69057,0.0,0.09166666666666666,54009
5,69058,0.0,0.09166666666666666,54009
6,69059,0.0,0.09166666666666666,54009
7,69060,0.0,0.09166666666666666,54009
8,69061,0.0,0.09166666666666666,54009
9,69062,0.0,0.09166666666666666,54009
10,69063,0.0,0.09166666666666666,54009
11,69064,0.0,0.09166666666666666,54009
12,69065,0.0,0.09166666666666666,54009
13,69066,0.0,0.09166666666666666,54009
14,69067,0.0,0.09166666666666666,54009
15,69068,0.0,0.09166666666666666,54009
16,69069,0.0,0.09166666666666666,54009
17,69070,0.0,0.09166666666666666,54009
18,69071,0.0,0.09166666666666666,54009
19,69072,0.0,0.09166666666666666,54009
20,69073,0.0,0.09166666666666666,54009
21,69074,0.0,0.09166666666666666,54009
22,69075,0.0,0.09166666666666666,54009
23,69076,0.0,0.09166666666666666,54009
24,69077,0.0,0.09166666666666666,54009
25,69078,0.0,0.09166666666666666,54009
26,69079,0.0,0.09166666666666666,54009
27,69080,0.0,0.09166666666666666,54009
28,69081,0.0,0.09166666666666666,54009
29,69082,0.0,0.09166666666666666,54009
30,69083,0.0,0.09166666666666666,54009
31,69084,0.0,0.09166666666666666,54009
32,69085,0.0,0.09166666666666666,54009
33,69086,0.0,0.09166666666666666,54009
34,69087,0.0,0.09166666666666666,54009
35,69088,0.00488888888888889,0.09166666666666666,-1
36,69089,0.00977777777777778,0.09166666666666666,-1
37,69090,0.014666666666666668,0.09166666666666666,-1
38,69091,0.01955555555555556,0.09166666666666666,-1
39,69092,0.02444444444444445,0.09166666666666666,-1
40,69093,0.02933333333333334,0.09166666666666666,-1
41,69094,0.03422222222222223,0.09166666666666666,-1
42,69095,0.03911111111111112,0.09166666666666666,-1
43,69096,0.044000000000000004,0.09166666666666666,-1
44,69097,0.04888888888888889,0.09166666666666666,-1
45,69098,0.05377777777777778,0.09166666666666666,-1
46,69099,0.058666666666666666,0.09166666666666666,-1
47,69100,0.06355555555555556,0.09166666666666666,-1
48,69101,0.06844444444444445,0.09166666666666666,-1
49,69102,0.07333333333333333,0.09166666666666666,-1
50,69103,0.07822222222222222,0.09166666666666666,-1
51,69104,0.08311111111111111,0.09166666666666666,-1
52,69105,0.088,0.09166666666666666,-1
53,69106,0.09288888888888888,0.09166666666666666,-1
54,69107,0.09777777777777777,0.09166666666666666,-1
55,69108,0.10266666666666666,0.09166666666666666,-1
56,69109,0.10755555555555554,0.09166666666666666,-1
57,69110,0.11244444444444443,0.09166666666666666,-1
58,69111,0.11733333333333332,0.09166666666666666,-1
59,69112,0.1222222222222222,0.09166666666666666,-1
60,69113,0.1271111111111111,0.09166666666666666,-1
61,69114,0.13199999999999998,0.09166666666666666,-1
62,69115,0.13688888888888887,0.09166666666666666,-1
63,69116,0.14177777777777775,0.09166666666666666,-1
64,69117,0.14666666666666664,0.09166666666666666,-1
65,69118,0.15155555555555553,0.09166666666666666,-1
66,69119,0.1564444444444444,0.09166666666666666,-1
67,69120,0.1613333333333333,0.09166666666666666,-1
68,69121,0.1662222222222222,0.09166666666666666,-1
69,69122,0.17111111111111107,0.09166666666666666,-1
70,69123,0.17599999999999996,0.09166666666666666,-1
71,69124,0.18088888888888885,0.09166666666666666,-1
72,69125,0.18577777777777774,0.09166666666666666,-1
73,69126,0.19066666666666662,0.09166666666666666,-1
74,69127,0.1955555555555555,0.09166666666666666,-1
75,69128,0.2004444444444444,0.09166666666666666,-1
76,69129,0.20533333333333328,0.09166666666666666,-1
77,69130,0.21022222222222217,0.09166666666666666,-1
78,69131,0.21511111111111106,0.09166666666666666,-1
79,69132,0.21999999999999995,0.09166666666666666,-1
80,69133,0.22488888888888883,0.09166666666666666,-1
81,69134,0.22977777777777772,0.09166666666666666,-1
82,69135,0.2346666666666666,0.09166666666666666,-1
83,69136,0.2395555555555555,0.09166666666666666,-1
84,69137,0.24444444444444438,0.09166666666666666,-1
85,69138,0.24933333333333327,0.09166666666666666,-1
86,69139,0.2542222222222222,0.09166666666666666,-1
87,69140,0.25911111111111107,0.09166666666666666,-1
88,69141,0.26399999999999996,0.09166666666666666,-1
89,69142,0.26888888888888884,0.09166666666666666,-1
90,69143,0.27377777777777773,0.09166666666666666,-1
91,69144,0.2786666666666666,0.09166666666666666,-1
92,69145,0.2835555555555555,0.09166666666666666,-1
93,69146,0.2884444444444444,0.09166666666666666,-1
94,69147,0.2933333333333333,0.09166666666666666,-1
95,69148,0.29822222222222217,0.09166666666666666,-1
96,69149,0.30311111111111105,0.09166666666666666,-1
97,69150,0.30799999999999994,0.09166666666666666,-1
98,69151,0.3128888888888888,0.09166666666666666,-1
99,69152,0.3177777777777777,0.09166666666666666,-1
100,69153,0.3226666666666666,0.09166666666666666,-1
101,69154,0.3275555555555555,0.09166666666666666,-1
102,69155,0.3324444444444444,0.09166666666666666,-1
103,69156,0.33733333333333326,0.09166666666666666,-1
104,69157,0.34222222222222215,0.09166666666666666,-1
105,69158,0.34711111111111104,0.09166666666666666,-1
106,69159,0.3519999999999999,0.09166666666666666,-1
107,69160,0.3568888888888888,0.09166666666666666,-1
108,69161,0.3617777777777777,0.09166666666666666,-1
109,69162,0.3666666666666666,0.09166666666666666,-1
110,69163,0.3715555555555555,0.09166666666666666,-1
111,69164,0.37644444444444436,0.09166666666666666,-1
112,69165,0.38133333333333325,0.09166666666666666,-1
113,69166,0.38622222222222213,0.09166666666666666,-1
